id,title,repository,workstream,workstream_title,subsystem,suggested_lane,classification,parallelism,prerequisites,write_scope,completion_condition
CE-JBC-R01,Define lowering-stage and compatibility status taxonomy,Cellerator,CERESUME,Cellerator lowering-resumption contracts,execution/lowering_resumption and acquisition adapters,CE-JBC-L-RESUMPTION,compatibility/migration,Serial within CE-JBC-L-RESUMPTION; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-F14,[proposed] include/Cellerator/execution/lowering_resumption/;[proposed] src/execution/lowering_resumption/;include/Cellerator/execution/geometry_acquisition_v2/;src/execution/geometry_acquisition_v2/;[proposed] tests/jbc/resumption/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-R02,Resume from canonical source input,Cellerator,CERESUME,Cellerator lowering-resumption contracts,execution/lowering_resumption and acquisition adapters,CE-JBC-L-RESUMPTION,settled required mechanism,Serial within CE-JBC-L-RESUMPTION; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-R01,[proposed] include/Cellerator/execution/lowering_resumption/;[proposed] src/execution/lowering_resumption/;include/Cellerator/execution/geometry_acquisition_v2/;src/execution/geometry_acquisition_v2/;[proposed] tests/jbc/resumption/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-R03,Resume from atom-evidence artifact,Cellerator,CERESUME,Cellerator lowering-resumption contracts,execution/lowering_resumption and acquisition adapters,CE-JBC-L-RESUMPTION,settled required mechanism,Serial within CE-JBC-L-RESUMPTION; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-R02,[proposed] include/Cellerator/execution/lowering_resumption/;[proposed] src/execution/lowering_resumption/;include/Cellerator/execution/geometry_acquisition_v2/;src/execution/geometry_acquisition_v2/;[proposed] tests/jbc/resumption/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-R04,Resume from semantic atom or basis artifact,Cellerator,CERESUME,Cellerator lowering-resumption contracts,execution/lowering_resumption and acquisition adapters,CE-JBC-L-RESUMPTION,settled required mechanism,Serial within CE-JBC-L-RESUMPTION; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-R03,[proposed] include/Cellerator/execution/lowering_resumption/;[proposed] src/execution/lowering_resumption/;include/Cellerator/execution/geometry_acquisition_v2/;src/execution/geometry_acquisition_v2/;[proposed] tests/jbc/resumption/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-R05,Resume from target-cover artifact,Cellerator,CERESUME,Cellerator lowering-resumption contracts,execution/lowering_resumption and acquisition adapters,CE-JBC-L-RESUMPTION,settled required mechanism,Serial within CE-JBC-L-RESUMPTION; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-R04,[proposed] include/Cellerator/execution/lowering_resumption/;[proposed] src/execution/lowering_resumption/;include/Cellerator/execution/geometry_acquisition_v2/;src/execution/geometry_acquisition_v2/;[proposed] tests/jbc/resumption/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-R06,Resume from physical projection or CPE2 artifact,Cellerator,CERESUME,Cellerator lowering-resumption contracts,execution/lowering_resumption and acquisition adapters,CE-JBC-L-RESUMPTION,settled required mechanism,Serial within CE-JBC-L-RESUMPTION; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-R05,[proposed] include/Cellerator/execution/lowering_resumption/;[proposed] src/execution/lowering_resumption/;include/Cellerator/execution/geometry_acquisition_v2/;src/execution/geometry_acquisition_v2/;[proposed] tests/jbc/resumption/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-R07,Resume from packed value or operand artifact,Cellerator,CERESUME,Cellerator lowering-resumption contracts,execution/lowering_resumption and acquisition adapters,CE-JBC-L-RESUMPTION,settled required mechanism,Serial within CE-JBC-L-RESUMPTION; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-R06,[proposed] include/Cellerator/execution/lowering_resumption/;[proposed] src/execution/lowering_resumption/;include/Cellerator/execution/geometry_acquisition_v2/;src/execution/geometry_acquisition_v2/;[proposed] tests/jbc/resumption/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-R08,Resume from executable atom recipe,Cellerator,CERESUME,Cellerator lowering-resumption contracts,execution/lowering_resumption and acquisition adapters,CE-JBC-L-RESUMPTION,settled required mechanism,Serial within CE-JBC-L-RESUMPTION; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-R07,[proposed] include/Cellerator/execution/lowering_resumption/;[proposed] src/execution/lowering_resumption/;include/Cellerator/execution/geometry_acquisition_v2/;src/execution/geometry_acquisition_v2/;[proposed] tests/jbc/resumption/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-R09,Validate topology-linked local realization,Cellerator,CERESUME,Cellerator lowering-resumption contracts,execution/lowering_resumption and acquisition adapters,CE-JBC-L-RESUMPTION,validation/evidence,Serial within CE-JBC-L-RESUMPTION; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-R08,[proposed] include/Cellerator/execution/lowering_resumption/;[proposed] src/execution/lowering_resumption/;include/Cellerator/execution/geometry_acquisition_v2/;src/execution/geometry_acquisition_v2/;[proposed] tests/jbc/resumption/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-R10,Instrument phase bypass and earliest-compatible fallback,Cellerator,CERESUME,Cellerator lowering-resumption contracts,execution/lowering_resumption and acquisition adapters,CE-JBC-L-RESUMPTION,settled required mechanism,Serial within CE-JBC-L-RESUMPTION; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-R09,[proposed] include/Cellerator/execution/lowering_resumption/;[proposed] src/execution/lowering_resumption/;include/Cellerator/execution/geometry_acquisition_v2/;src/execution/geometry_acquisition_v2/;[proposed] tests/jbc/resumption/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-X01,Define operation-polymorphic support-family identity,Cellerator,CEXOP,Cross-operation Cellerator projection families,compute/projection_family,CE-JBC-L-CROSSOP,settled required mechanism,Serial within CE-JBC-L-CROSSOP; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-F14;CE-JBC-P10,[proposed] include/Cellerator/compute/projection_family/;[proposed] src/compute/projection_family/;[proposed] tests/jbc/cross_operation/;[proposed] bench/jbc/cross_operation/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-X02,Build the forward relation-apply physical view,Cellerator,CEXOP,Cross-operation Cellerator projection families,compute/projection_family,CE-JBC-L-CROSSOP,settled required mechanism,Serial within CE-JBC-L-CROSSOP; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-X01,[proposed] include/Cellerator/compute/projection_family/;[proposed] src/compute/projection_family/;[proposed] tests/jbc/cross_operation/;[proposed] bench/jbc/cross_operation/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-X03,Build the transpose physical view,Cellerator,CEXOP,Cross-operation Cellerator projection families,compute/projection_family,CE-JBC-L-CROSSOP,settled required mechanism,Serial within CE-JBC-L-CROSSOP; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-X02,[proposed] include/Cellerator/compute/projection_family/;[proposed] src/compute/projection_family/;[proposed] tests/jbc/cross_operation/;[proposed] bench/jbc/cross_operation/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-X04,Build the support-contraction physical view,Cellerator,CEXOP,Cross-operation Cellerator projection families,compute/projection_family,CE-JBC-L-CROSSOP,settled required mechanism,Serial within CE-JBC-L-CROSSOP; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-X03,[proposed] include/Cellerator/compute/projection_family/;[proposed] src/compute/projection_family/;[proposed] tests/jbc/cross_operation/;[proposed] bench/jbc/cross_operation/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-X05,Build segment and gate physical views,Cellerator,CEXOP,Cross-operation Cellerator projection families,compute/projection_family,CE-JBC-L-CROSSOP,validation/evidence,Serial within CE-JBC-L-CROSSOP; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-X04,[proposed] include/Cellerator/compute/projection_family/;[proposed] src/compute/projection_family/;[proposed] tests/jbc/cross_operation/;[proposed] bench/jbc/cross_operation/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-X06,Build the shared value and gradient identity spine,Cellerator,CEXOP,Cross-operation Cellerator projection families,compute/projection_family,CE-JBC-L-CROSSOP,settled required mechanism,Serial within CE-JBC-L-CROSSOP; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-X05,[proposed] include/Cellerator/compute/projection_family/;[proposed] src/compute/projection_family/;[proposed] tests/jbc/cross_operation/;[proposed] bench/jbc/cross_operation/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-X07,Compare specialized and generalized view families,Cellerator,CEXOP,Cross-operation Cellerator projection families,compute/projection_family,CE-JBC-L-CROSSOP,settled required mechanism,Serial within CE-JBC-L-CROSSOP; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-X06,[proposed] include/Cellerator/compute/projection_family/;[proposed] src/compute/projection_family/;[proposed] tests/jbc/cross_operation/;[proposed] bench/jbc/cross_operation/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-X08,Emit cross-operation Pareto frontier and promotion disposition,Cellerator,CEXOP,Cross-operation Cellerator projection families,compute/projection_family,CE-JBC-L-CROSSOP,settled required mechanism,Serial within CE-JBC-L-CROSSOP; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-X07,[proposed] include/Cellerator/compute/projection_family/;[proposed] src/compute/projection_family/;[proposed] tests/jbc/cross_operation/;[proposed] bench/jbc/cross_operation/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-C01,Define generic external cost vector v1,Cellerator,CECOST,External global costs and bounded joint compiler exchange,planner/external_cost and geometry objective adapters,CE-JBC-L-EXTERNAL-COST,settled required mechanism,Serial within CE-JBC-L-EXTERNAL-COST; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-F14,[proposed] include/Cellerator/planner/external_cost/;[proposed] src/planner/external_cost/;[proposed] tests/jbc/external_cost/;[proposed] bench/jbc/compiler_exchange/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-C02,Inject external costs into the local complete-cost planner,Cellerator,CECOST,External global costs and bounded joint compiler exchange,planner/external_cost and geometry objective adapters,CE-JBC-L-EXTERNAL-COST,settled required mechanism,Serial within CE-JBC-L-EXTERNAL-COST; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-C01,[proposed] include/Cellerator/planner/external_cost/;[proposed] src/planner/external_cost/;[proposed] tests/jbc/external_cost/;[proposed] bench/jbc/compiler_exchange/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-C03,Inject global reuse and movement prices into geometry objectives,Cellerator,CECOST,External global costs and bounded joint compiler exchange,planner/external_cost and geometry objective adapters,CE-JBC-L-EXTERNAL-COST,settled required mechanism,Serial within CE-JBC-L-EXTERNAL-COST; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-C02,[proposed] include/Cellerator/planner/external_cost/;[proposed] src/planner/external_cost/;[proposed] tests/jbc/external_cost/;[proposed] bench/jbc/compiler_exchange/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-C04,Implement one-pass external-cost frontier,Cellerator,CECOST,External global costs and bounded joint compiler exchange,planner/external_cost and geometry objective adapters,CE-JBC-L-EXTERNAL-COST,settled required mechanism,Serial within CE-JBC-L-EXTERNAL-COST; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-C03,[proposed] include/Cellerator/planner/external_cost/;[proposed] src/planner/external_cost/;[proposed] tests/jbc/external_cost/;[proposed] bench/jbc/compiler_exchange/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-C05,Implement bounded Cellerator–caller compiler exchange,Cellerator,CECOST,External global costs and bounded joint compiler exchange,planner/external_cost and geometry objective adapters,CE-JBC-L-EXTERNAL-COST,settled required mechanism,Serial within CE-JBC-L-EXTERNAL-COST; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-C04,[proposed] include/Cellerator/planner/external_cost/;[proposed] src/planner/external_cost/;[proposed] tests/jbc/external_cost/;[proposed] bench/jbc/compiler_exchange/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-C06,Implement experimental local pricing oracle for column generation,Cellerator,CECOST,External global costs and bounded joint compiler exchange,planner/external_cost and geometry objective adapters,CE-JBC-L-EXTERNAL-COST,experimental candidate; baseline and negative result required,Serial within CE-JBC-L-EXTERNAL-COST; parallel with other provider/workstream lanes after JBC-G3-CELLERATOR-FRAGMENT.,CE-JBC-C05,[proposed] include/Cellerator/planner/external_cost/;[proposed] src/planner/external_cost/;[proposed] tests/jbc/external_cost/;[proposed] bench/jbc/compiler_exchange/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-V01,Implement an independent atom-fragment structural verifier,Cellerator,CEVAL,"Cellerator exact verification, profiling, packaging, and integration","tests/jbc, profiling, component bridge, integration",CE-JBC-L-VERIFY-INTEGRATE,validation/evidence,Serial within CE-JBC-L-VERIFY-INTEGRATE; parallel with other provider/workstream lanes after JBC-G5-PARTIAL-ARTIFACT.,CE-JBC-R10;CE-JBC-X08;CE-JBC-C06;CE-JBC-M10,[proposed] tests/jbc/;[proposed] bench/jbc/;[proposed] include/Cellerator/profiling/joint_compiler/;CMakeLists.txt;components/README.md,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-V02,Implement scalable exact reconstruction and numerical verification,Cellerator,CEVAL,"Cellerator exact verification, profiling, packaging, and integration","tests/jbc, profiling, component bridge, integration",CE-JBC-L-VERIFY-INTEGRATE,settled required mechanism,Serial within CE-JBC-L-VERIFY-INTEGRATE; parallel with other provider/workstream lanes after JBC-G5-PARTIAL-ARTIFACT.,CE-JBC-V01,[proposed] tests/jbc/;[proposed] bench/jbc/;[proposed] include/Cellerator/profiling/joint_compiler/;CMakeLists.txt;components/README.md,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-V03,Export atom-aware profiler and mechanism manifests,Cellerator,CEVAL,"Cellerator exact verification, profiling, packaging, and integration","tests/jbc, profiling, component bridge, integration",CE-JBC-L-VERIFY-INTEGRATE,settled required mechanism,Serial within CE-JBC-L-VERIFY-INTEGRATE; parallel with other provider/workstream lanes after JBC-G5-PARTIAL-ARTIFACT.,CE-JBC-V02,[proposed] tests/jbc/;[proposed] bench/jbc/;[proposed] include/Cellerator/profiling/joint_compiler/;CMakeLists.txt;components/README.md,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-V04,Enforce standalone libCellerator build and ABI gate,Cellerator,CEVAL,"Cellerator exact verification, profiling, packaging, and integration","tests/jbc, profiling, component bridge, integration",CE-JBC-L-VERIFY-INTEGRATE,validation/evidence,Serial within CE-JBC-L-VERIFY-INTEGRATE; parallel with other provider/workstream lanes after JBC-G5-PARTIAL-ARTIFACT.,CE-JBC-V03,[proposed] tests/jbc/;[proposed] bench/jbc/;[proposed] include/Cellerator/profiling/joint_compiler/;CMakeLists.txt;components/README.md,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-V05,Enforce embedded privileged CellShard bridge gate,Cellerator,CEVAL,"Cellerator exact verification, profiling, packaging, and integration","tests/jbc, profiling, component bridge, integration",CE-JBC-L-VERIFY-INTEGRATE,validation/evidence,Serial within CE-JBC-L-VERIFY-INTEGRATE; parallel with other provider/workstream lanes after JBC-G5-PARTIAL-ARTIFACT.,CE-JBC-V04,[proposed] tests/jbc/;[proposed] bench/jbc/;[proposed] include/Cellerator/profiling/joint_compiler/;CMakeLists.txt;components/README.md,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CE-JBC-V06,Integrate and publish the Cellerator JBC handoff,Cellerator,CEVAL,"Cellerator exact verification, profiling, packaging, and integration","tests/jbc, profiling, component bridge, integration",CE-JBC-L-VERIFY-INTEGRATE,settled required mechanism,Serial within CE-JBC-L-VERIFY-INTEGRATE; parallel with other provider/workstream lanes after JBC-G5-PARTIAL-ARTIFACT.,CE-JBC-V05,[proposed] tests/jbc/;[proposed] bench/jbc/;[proposed] include/Cellerator/profiling/joint_compiler/;CMakeLists.txt;components/README.md,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-B01,Revalidate nested CellShard and Todo authority,CellShard,CSBOOT,"CellShard baseline, successor charter, and compatibility map",program/bootstrap,CS-JBC-L-BOOTSTRAP,validation/evidence,Serial within CS-JBC-L-BOOTSTRAP; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,,[proposed] docs/JBC/;[proposed] planning/jbc/;AGENTS.md;docs/FORMAT_ROLES.md,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-B02,Produce the source-backed CellShard transition map,CellShard,CSBOOT,"CellShard baseline, successor charter, and compatibility map",program/bootstrap,CS-JBC-L-BOOTSTRAP,settled required mechanism,Serial within CS-JBC-L-BOOTSTRAP; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-B01,[proposed] docs/JBC/;[proposed] planning/jbc/;AGENTS.md;docs/FORMAT_ROLES.md,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-B03,Freeze the biology-native compiler successor charter,CellShard,CSBOOT,"CellShard baseline, successor charter, and compatibility map",program/bootstrap,CS-JBC-L-BOOTSTRAP,settled required mechanism,Serial within CS-JBC-L-BOOTSTRAP; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-B02,[proposed] docs/JBC/;[proposed] planning/jbc/;AGENTS.md;docs/FORMAT_ROLES.md,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-B04,Record the frozen CS-FOUND compatibility baseline,CellShard,CSBOOT,"CellShard baseline, successor charter, and compatibility map",program/bootstrap,CS-JBC-L-BOOTSTRAP,compatibility/migration,Serial within CS-JBC-L-BOOTSTRAP; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-B03,[proposed] docs/JBC/;[proposed] planning/jbc/;AGENTS.md;docs/FORMAT_ROLES.md,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-B05,"Reserve CellShard provider, registry, and integration paths",CellShard,CSBOOT,"CellShard baseline, successor charter, and compatibility map",program/bootstrap,CS-JBC-L-BOOTSTRAP,settled required mechanism,Serial within CS-JBC-L-BOOTSTRAP; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-B04,[proposed] docs/JBC/;[proposed] planning/jbc/;AGENTS.md;docs/FORMAT_ROLES.md,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-B06,Reconcile the closed access-adapter lifecycle without reopening,CellShard,CSBOOT,"CellShard baseline, successor charter, and compatibility map",program/bootstrap,CS-JBC-L-BOOTSTRAP,compatibility/migration,Serial within CS-JBC-L-BOOTSTRAP; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-B05,[proposed] docs/JBC/;[proposed] planning/jbc/;AGENTS.md;docs/FORMAT_ROLES.md,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-A01,Define the atom-level taxonomy,CellShard,CSATOM,CellShard biological execution atom core,compiler/atom,CS-JBC-L-ATOM-CORE,settled required mechanism,Serial within CS-JBC-L-ATOM-CORE; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-B06;receipt:CE-JBC-I02,[proposed] include/CellShard/compiler/atom/;[proposed] src/compiler/atom/;[proposed] tests/jbc/atom/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-A02,Define the atomicity-class taxonomy,CellShard,CSATOM,CellShard biological execution atom core,compiler/atom,CS-JBC-L-ATOM-CORE,settled required mechanism,Serial within CS-JBC-L-ATOM-CORE; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-A01,[proposed] include/CellShard/compiler/atom/;[proposed] src/compiler/atom/;[proposed] tests/jbc/atom/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-A03,Define the extensible atom-species registry,CellShard,CSATOM,CellShard biological execution atom core,compiler/atom,CS-JBC-L-ATOM-CORE,settled required mechanism,Serial within CS-JBC-L-ATOM-CORE; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-A02,[proposed] include/CellShard/compiler/atom/;[proposed] src/compiler/atom/;[proposed] tests/jbc/atom/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-A04,Adapt Cellerator persistent identities,CellShard,CSATOM,CellShard biological execution atom core,compiler/atom,CS-JBC-L-ATOM-CORE,settled required mechanism,Serial within CS-JBC-L-ATOM-CORE; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-A03,[proposed] include/CellShard/compiler/atom/;[proposed] src/compiler/atom/;[proposed] tests/jbc/atom/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-A05,"Separate semantic, content, materialization, replica, and resident identities",CellShard,CSATOM,CellShard biological execution atom core,compiler/atom,CS-JBC-L-ATOM-CORE,settled required mechanism,Serial within CS-JBC-L-ATOM-CORE; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-A04,[proposed] include/CellShard/compiler/atom/;[proposed] src/compiler/atom/;[proposed] tests/jbc/atom/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-A06,Bind exact Cellerator logical coverage into atom references,CellShard,CSATOM,CellShard biological execution atom core,compiler/atom,CS-JBC-L-ATOM-CORE,settled required mechanism,Serial within CS-JBC-L-ATOM-CORE; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-A05,[proposed] include/CellShard/compiler/atom/;[proposed] src/compiler/atom/;[proposed] tests/jbc/atom/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-A07,Define the canonical relation-edge identity spine,CellShard,CSATOM,CellShard biological execution atom core,compiler/atom,CS-JBC-L-ATOM-CORE,settled required mechanism,Serial within CS-JBC-L-ATOM-CORE; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-A06,[proposed] include/CellShard/compiler/atom/;[proposed] src/compiler/atom/;[proposed] tests/jbc/atom/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-A08,Define typed atom ports,CellShard,CSATOM,CellShard biological execution atom core,compiler/atom,CS-JBC-L-ATOM-CORE,settled required mechanism,Serial within CS-JBC-L-ATOM-CORE; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-A07,[proposed] include/CellShard/compiler/atom/;[proposed] src/compiler/atom/;[proposed] tests/jbc/atom/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-A09,Define the atom-plane directory,CellShard,CSATOM,CellShard biological execution atom core,compiler/atom,CS-JBC-L-ATOM-CORE,settled required mechanism,Serial within CS-JBC-L-ATOM-CORE; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-A08,[proposed] include/CellShard/compiler/atom/;[proposed] src/compiler/atom/;[proposed] tests/jbc/atom/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-A10,Define the structural plane,CellShard,CSATOM,CellShard biological execution atom core,compiler/atom,CS-JBC-L-ATOM-CORE,settled required mechanism,Serial within CS-JBC-L-ATOM-CORE; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-A09,[proposed] include/CellShard/compiler/atom/;[proposed] src/compiler/atom/;[proposed] tests/jbc/atom/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-A11,Define the mutable value plane,CellShard,CSATOM,CellShard biological execution atom core,compiler/atom,CS-JBC-L-ATOM-CORE,settled required mechanism,Serial within CS-JBC-L-ATOM-CORE; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-A10,[proposed] include/CellShard/compiler/atom/;[proposed] src/compiler/atom/;[proposed] tests/jbc/atom/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-A12,Define the mutable state plane,CellShard,CSATOM,CellShard biological execution atom core,compiler/atom,CS-JBC-L-ATOM-CORE,settled required mechanism,Serial within CS-JBC-L-ATOM-CORE; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-A11,[proposed] include/CellShard/compiler/atom/;[proposed] src/compiler/atom/;[proposed] tests/jbc/atom/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-A13,Define the gradient plane,CellShard,CSATOM,CellShard biological execution atom core,compiler/atom,CS-JBC-L-ATOM-CORE,settled required mechanism,Serial within CS-JBC-L-ATOM-CORE; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-A12,[proposed] include/CellShard/compiler/atom/;[proposed] src/compiler/atom/;[proposed] tests/jbc/atom/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
CS-JBC-A14,Define the partial-result plane,CellShard,CSATOM,CellShard biological execution atom core,compiler/atom,CS-JBC-L-ATOM-CORE,settled required mechanism,Serial within CS-JBC-L-ATOM-CORE; parallel with other provider/workstream lanes after JBC-G0-LIVE-BASELINE.,CS-JBC-A13,[proposed] include/CellShard/compiler/atom/;[proposed] src/compiler/atom/;[proposed] tests/jbc/atom/,"The contract/implementation is source-complete, independently validated, profiler-visible, and consumable through fixtures without central-file edits."
