id,parent_id,kind,title,status,priority,parallel_policy,tags,depends_on_count,checkpoint_count,gate_count,consumes_interface_count,exclusive_paths,read_paths,forbidden_paths,shared_locks,next_action
CE-CCP1-A02-002,CE-CCP1-A02-000,task,Inventory all CellShard JBC branch tips and worktrees,planned,849,serial_in_lane,a02;planning-jbc_migration;leaf,1,0,1,0,planning/cellerator-compiler-preledger-v1/inventories;planning/cellerator-compiler-preledger-v1/inventories/inventory_all_cellshard_jbc_branch_tips_and_worktrees.md;tests/compiler/a02/inventory_all_cellshard_jbc_branch_tips_and_worktrees_test.cc,components/CellShard;include/Cellerator/compute/decomposition;include/Cellerator/execution/joint_compiler;include/Cellerator/planner/external_cost;include/Cellerator/profiling/joint_compiler;planning/jbc-preledger-v1;tests/jbc,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement inventory all cellshard jbc branch tips and worktrees in the isolated A02 lane, add the focused ce_ccp1_a02_002 gate, and publish a source-linked receipt."
CE-CCP1-A02-003,CE-CCP1-A02-000,task,Classify CellShard JBC files by semantic ownership,planned,849,serial_in_lane,a02;planning-jbc_migration;leaf,1,0,1,0,planning/cellerator-compiler-preledger-v1/inventories;planning/cellerator-compiler-preledger-v1/inventories/classify_cellshard_jbc_files_by_semantic_ownership.md;tests/compiler/a02/classify_cellshard_jbc_files_by_semantic_ownership_test.cc,components/CellShard;include/Cellerator/compute/decomposition;include/Cellerator/execution/joint_compiler;include/Cellerator/planner/external_cost;include/Cellerator/profiling/joint_compiler;planning/jbc-preledger-v1;tests/jbc,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement classify cellshard jbc files by semantic ownership in the isolated A02 lane, add the focused ce_ccp1_a02_003 gate, and publish a source-linked receipt."
CE-CCP1-A02-004,CE-CCP1-A02-000,task,Map JBC implementation status by subsystem,planned,849,serial_in_lane,a02;planning-jbc_migration;leaf,1,0,1,0,planning/cellerator-compiler-preledger-v1/inventories;planning/cellerator-compiler-preledger-v1/inventories/map_jbc_implementation_status_by_subsystem.md;tests/compiler/a02/map_jbc_implementation_status_by_subsystem_test.cc,components/CellShard;include/Cellerator/compute/decomposition;include/Cellerator/execution/joint_compiler;include/Cellerator/planner/external_cost;include/Cellerator/profiling/joint_compiler;planning/jbc-preledger-v1;tests/jbc,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement map jbc implementation status by subsystem in the isolated A02 lane, add the focused ce_ccp1_a02_004 gate, and publish a source-linked receipt."
CE-CCP1-A02-005,CE-CCP1-A02-000,task,Map JBC tests and benchmarks to preserved behavior,planned,849,serial_in_lane,a02;planning-jbc_migration;leaf,1,0,1,0,planning/cellerator-compiler-preledger-v1/inventories;planning/cellerator-compiler-preledger-v1/inventories/map_jbc_tests_and_benchmarks_to_preserved_behavior.md;tests/compiler/a02/map_jbc_tests_and_benchmarks_to_preserved_behavior_test.cc,components/CellShard;include/Cellerator/compute/decomposition;include/Cellerator/execution/joint_compiler;include/Cellerator/planner/external_cost;include/Cellerator/profiling/joint_compiler;planning/jbc-preledger-v1;tests/jbc,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement map jbc tests and benchmarks to preserved behavior in the isolated A02 lane, add the focused ce_ccp1_a02_005 gate, and publish a source-linked receipt."
CE-CCP1-A02-006,CE-CCP1-A02-000,task,Map JBC interfaces and hidden assumptions,planned,849,serial_in_lane,a02;planning-jbc_migration;leaf,1,0,1,0,planning/cellerator-compiler-preledger-v1/inventories;planning/cellerator-compiler-preledger-v1/inventories/map_jbc_interfaces_and_hidden_assumptions.md;tests/compiler/a02/map_jbc_interfaces_and_hidden_assumptions_test.cc,components/CellShard;include/Cellerator/compute/decomposition;include/Cellerator/execution/joint_compiler;include/Cellerator/planner/external_cost;include/Cellerator/profiling/joint_compiler;planning/jbc-preledger-v1;tests/jbc,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement map jbc interfaces and hidden assumptions in the isolated A02 lane, add the focused ce_ccp1_a02_006 gate, and publish a source-linked receipt."
CE-CCP1-A02-007,CE-CCP1-A02-000,task,Detect duplicated compiler mechanisms across repositories,planned,849,serial_in_lane,a02;planning-jbc_migration;leaf,1,0,1,0,planning/cellerator-compiler-preledger-v1/inventories;planning/cellerator-compiler-preledger-v1/inventories/detect_duplicated_compiler_mechanisms_across_repositorie.md;tests/compiler/a02/detect_duplicated_compiler_mechanisms_across_repositorie_test.cc,components/CellShard;include/Cellerator/compute/decomposition;include/Cellerator/execution/joint_compiler;include/Cellerator/planner/external_cost;include/Cellerator/profiling/joint_compiler;planning/jbc-preledger-v1;tests/jbc,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement detect duplicated compiler mechanisms across repositories in the isolated A02 lane, add the focused ce_ccp1_a02_007 gate, and publish a source-linked receipt."
CE-CCP1-A02-008,CE-CCP1-A02-000,task,Determine migration order and thin-waist dependencies,planned,849,serial_in_lane,a02;planning-jbc_migration;leaf,1,0,1,0,planning/cellerator-compiler-preledger-v1/inventories;planning/cellerator-compiler-preledger-v1/inventories/determine_migration_order_and_thin_waist_dependencies.md;tests/compiler/a02/determine_migration_order_and_thin_waist_dependencies_test.cc,components/CellShard;include/Cellerator/compute/decomposition;include/Cellerator/execution/joint_compiler;include/Cellerator/planner/external_cost;include/Cellerator/profiling/joint_compiler;planning/jbc-preledger-v1;tests/jbc,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement determine migration order and thin-waist dependencies in the isolated A02 lane, add the focused ce_ccp1_a02_008 gate, and publish a source-linked receipt."
CE-CCP1-A02-009,CE-CCP1-A02-000,task,Choose the cross-repository provenance method,planned,849,serial_in_lane,a02;planning-jbc_migration;leaf,1,0,1,0,planning/cellerator-compiler-preledger-v1/inventories;planning/cellerator-compiler-preledger-v1/inventories/choose_the_cross_repository_provenance_method.md;tests/compiler/a02/choose_the_cross_repository_provenance_method_test.cc,components/CellShard;include/Cellerator/compute/decomposition;include/Cellerator/execution/joint_compiler;include/Cellerator/planner/external_cost;include/Cellerator/profiling/joint_compiler;planning/jbc-preledger-v1;tests/jbc,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement choose the cross-repository provenance method in the isolated A02 lane, add the focused ce_ccp1_a02_009 gate, and publish a source-linked receipt."
CE-CCP1-A02-010,CE-CCP1-A02-000,validation_task,"Audit licenses, generated files, and repository-local assumptions",planned,849,serial_in_lane,a02;planning-jbc_migration;leaf,1,0,1,0,planning/cellerator-compiler-preledger-v1/inventories;planning/cellerator-compiler-preledger-v1/inventories/audit_licenses_generated_files_and_repository_local_assu.md;tests/compiler/a02/audit_licenses_generated_files_and_repository_local_assu_test.cc,components/CellShard;include/Cellerator/compute/decomposition;include/Cellerator/execution/joint_compiler;include/Cellerator/planner/external_cost;include/Cellerator/profiling/joint_compiler;planning/jbc-preledger-v1;tests/jbc,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement audit licenses, generated files, and repository-local assumptions in the isolated A02 lane, add the focused ce_ccp1_a02_010 gate, and publish a source-linked receipt."
CE-CCP1-A02-011,CE-CCP1-A02-000,task,Create the no-code-loss migration matrix,planned,849,serial_in_lane,a02;planning-jbc_migration;leaf,1,0,1,0,planning/cellerator-compiler-preledger-v1/inventories;planning/cellerator-compiler-preledger-v1/inventories/create_the_no_code_loss_migration_matrix.md;tests/compiler/a02/create_the_no_code_loss_migration_matrix_test.cc,components/CellShard;include/Cellerator/compute/decomposition;include/Cellerator/execution/joint_compiler;include/Cellerator/planner/external_cost;include/Cellerator/profiling/joint_compiler;planning/jbc-preledger-v1;tests/jbc,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement create the no-code-loss migration matrix in the isolated A02 lane, add the focused ce_ccp1_a02_011 gate, and publish a source-linked receipt."
CE-CCP1-A02-012,CE-CCP1-A02-000,validation_task,Freeze the JBC provenance and migration inventory,planned,849,serial_in_lane,a02;planning-jbc_migration;leaf,2,1,1,1,planning/cellerator-compiler-preledger-v1/inventories;planning/cellerator-compiler-preledger-v1/inventories/freeze_the_jbc_provenance_and_migration_inventory.md;tests/compiler/a02/freeze_the_jbc_provenance_and_migration_inventory_test.cc,components/CellShard;include/Cellerator/compute/decomposition;include/Cellerator/execution/joint_compiler;include/Cellerator/planner/external_cost;include/Cellerator/profiling/joint_compiler;planning/jbc-preledger-v1;tests/jbc,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement freeze the jbc provenance and migration inventory in the isolated A02 lane, add the focused ce_ccp1_a02_012 gate, and publish a source-linked receipt."
CE-CCP1-A03-000,CE-CCP1-P00,workstream,Cellerator and CellShard compiler-ownership rehoming design,planned,898,serial_lane,workstream;a03;compiler-migration,0,0,0,0,docs/compiler/migration;include/Cellerator/compiler/migration,components/CellShard/include/CellShard/compiler;components/CellShard/src/compiler;planning/jbc-preledger-v1;include/Cellerator,CMakeLists.txt;src/CMakeLists.txt;tools/CMakeLists.txt;tests/CMakeLists.txt;bench/CMakeLists.txt;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;.gitmodules;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;cmake/compiler/CelleratorCompilerTargets.cmake,,Claim A03-001 after milestone prerequisites are reached.
CE-CCP1-A03-001,CE-CCP1-A03-000,task,Define Cellerator ownership of evidence and proposal discovery,planned,848,serial_in_lane,a03;compiler-migration;leaf,0,0,1,0,docs/compiler/migration;docs/compiler/migration/define_cellerator_ownership_of_evidence_and_proposal_dis.md;include/Cellerator/compiler/migration;include/Cellerator/compiler/migration/define_cellerator_ownership_of_evidence_and_proposal_dis_v1.hh;tests/compiler/a03/define_cellerator_ownership_of_evidence_and_proposal_dis_test.cc,components/CellShard/include/CellShard/compiler;components/CellShard/src/compiler;include/Cellerator;planning/jbc-preledger-v1,.gitmodules;CMakeLists.txt;bench/CMakeLists.txt;cmake/compiler/CelleratorCompilerTargets.cmake;cmake/package/CelleratorConfig.cmake.in;cmake/package/CelleratorConfigVersion.cmake.in;include/Cellerator/Cellerator.hh;include/Cellerator/compiler.hh;src/CMakeLists.txt;tests/CMakeLists.txt;tools/CMakeLists.txt,,"Inspect the cited read scope, implement define cellerator ownership of evidence and proposal discovery in the isolated A03 lane, add the focused ce_ccp1_a03_001 gate, and publish a source-linked receipt."
